Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree
2686,KirkPysher,,7,0.000189,0,0,0,0,2,0,2
2687,geekwire,,2,0.000194,0,0,0,0,4,0,4
2688,NSSLGlobal,,7,0.000188,0,0,0,0,3,0,3
2689,reckless,,7,0.000188,0,0,0,0,2,0,2
2690,backlon,,7,0.000188,0,0,0,0,2,0,2
2691,mangogemini,,7,0.000188,0,0,0,0,2,0,2
2692,CatMarineGlobal,,7,0.000188,0,0,0,0,2,0,2
2693,SITAonline,,7,0.000188,0,0,0,0,3,0,3
2694,icao,,3,0.000189,0,0,0,0,5,0,5
2695,SPACEetc,,6,0.000188,0,0,0,0,2,0,2
2696,Space_Calendar,,3,0.000188,0,0,0,0,3,0,3
2697,AfricaInSpace,,0,0.000188,0,0,0,0,2,0,2
2698,rtehrani,,7,0.000188,0,0,0,0,2,0,2
2699,ITCGlobal1,,7,0.00019,0,0,0,0,3,0,3
2700,DigitalTrends,,5,0.000188,0,0,0,0,2,0,2
2701,nabtweets,,7,0.000189,0,0,0,0,2,0,2
2702,Eurisy1,,0,0.000189,0,0,0,0,4,0,4
2703,NABShow,,7,0.000194,0,0,0,0,6,0,6
2704,AmyPKemp,,7,0.000188,0,0,0,0,2,0,2
2705,DaveMosher,,1,0.000189,0,0,0,0,6,0,6
2706,DISCOPmarkets,,7,0.000188,0,0,0,0,2,0,2
2707,idirectgov,,7,0.000188,0,0,0,0,3,0,3
2708,micronauta,,7,0.000188,0,0,0,0,2,0,2
2709,yosoyelara,,7,0.00019,0,0,0,0,2,0,2
2710,julianclover,,7,0.000191,0,0,0,0,4,0,4
2711,AIMiddleEast,,7,0.000188,0,0,0,0,2,0,2
2712,PanasonicAero,,7,0.000189,0,0,0,0,4,0,4
2713,CommsInfra,,7,0.000188,0,0,0,0,3,0,3
2714,SET_BRASIL,,7,0.00019,0,0,0,0,2,0,2
2715,ClayMowry,,3,0.000189,0,0,0,0,4,0,4
2716,RAeSTimR,,7,0.000189,0,0,0,0,5,0,5
2717,dvanbeber,,7,0.000188,0,0,0,0,3,0,3
2718,RigNet,,7,0.000188,0,0,0,0,3,0,3
2719,LiveEarth,,1,0.000189,0,0,0,0,3,0,3
2720,Mar_Ex,,7,0.000189,0,0,0,0,4,0,4
2721,CABSATofficial,,7,0.00019,0,0,0,0,3,0,3
2722,KayDesigner,,1,0.000188,0,0,0,0,2,0,2
2723,Speedcast_Intl,,7,0.000191,0,0,0,0,5,0,5
2724,CTO_ICT,,7,0.000188,0,0,0,0,2,0,2
2725,GilatSatNet,,7,0.000191,0,0,0,0,5,0,5
2726,Maersk,,7,0.000188,0,0,0,0,3,0,3
2727,Afrikanet_NSTT,,7,0.000188,0,0,0,0,2,0,2
2728,arqiva,,7,0.000191,0,0,0,0,4,0,4
2729,HJBirkett,,7,0.000188,0,0,0,0,2,0,2
2730,Splash_247,,7,0.000188,0,0,0,0,3,0,3
2731,mims,,7,0.000188,0,0,0,0,2,0,2
2732,solarimpulse,,1,0.000188,0,0,0,0,3,0,3
2733,HPASpace,,7,0.000188,0,0,0,0,2,0,2
2734,ericsson,,7,0.000188,0,0,0,0,2,0,2
2735,AirbusPRESS,,7,0.000191,0,0,0,0,4,0,4
2736,Gogo,,7,0.000191,0,0,0,0,5,0,5
2737,PAV_Show,,7,0.000188,0,0,0,0,2,0,2
2738,satcomafrica,,7,0.000192,0,0,0,0,6,0,6
2739,Cisco,,1,0.000189,0,0,0,0,4,0,4
2740,GSCoalition,,7,0.00019,0,0,0,0,2,0,2
2741,PLD_Space,,7,0.00019,0,0,0,0,2,0,2
2742,usail,,7,0.00019,0,0,0,0,2,0,2
2743,zero2infinity,,0,0.00019,0,0,0,0,2,0,2
2744,SignalhornTeam,,7,0.00019,0,0,0,0,2,0,2
2745,LATSAT_Summit,,7,0.00019,0,0,0,0,2,0,2
2746,Globecast,,7,0.000193,0,0,0,0,4,0,4
2747,3Vision,,7,0.00019,0,0,0,0,2,0,2
2748,ComunicareDigit,,7,0.00019,0,0,0,0,2,0,2
2749,broadbandtvnews,,7,0.000191,0,0,0,0,3,0,3
2750,RapidTVNews,,7,0.000193,0,0,0,0,5,0,5
2751,DVB_Project,,7,0.000191,0,0,0,0,3,0,3
2752,Technicolor,,7,0.00019,0,0,0,0,2,0,2
2753,ThomsonNetworks,,7,0.00019,0,0,0,0,2,0,2
2754,NAGRAKUDELSKI,,7,0.00019,0,0,0,0,2,0,2
2755,GenCQBrownJr,,6,0.00019,0,0,0,0,3,0,3
2756,ComdtUSCG,,6,0.00019,0,0,0,0,2,0,2
2757,18SPCS,,6,0.000195,0,0,0,0,6,0,6
2758,Daniel_Lerner,,6,0.000189,0,0,0,0,2,0,2
2759,ErinBurnett,,2,0.000189,0,0,0,0,3,0,3
2760,ChiefNGB,,6,0.000191,0,0,0,0,6,0,6
2761,SteveCarell,,2,0.00019,0,0,0,0,3,0,3
2762,GenChuckYeager,,6,0.000192,0,0,0,0,8,0,8
2763,SpecialTactics_,,6,0.000189,0,0,0,0,2,0,2
2764,WarintheFuture,,6,0.000189,0,0,0,0,2,0,2
2765,jus10j,,6,0.000189,0,0,0,0,2,0,2
2766,IvankaTrump,,4,0.000191,0,0,0,0,5,0,5
2767,EsperDoD,,6,0.002498,0,0,0,0,11,0,11
2768,ChiefofAirStaff,,6,0.000189,0,0,0,0,2,0,2
2769,RAFFylingdales,,6,0.000189,0,0,0,0,2,0,2
2770,FLOTUS,,6,0.000216,0,0,0,0,7,0,7
2771,DepSecDef,,6,0.000192,0,0,0,0,5,0,5
2772,SenRickScott,,6,0.000192,0,0,0,0,4,0,4
2773,USAFRecruiting,,6,0.000193,0,0,0,0,5,0,5
2774,cmsaf_official,,6,0.000198,0,0,0,0,9,0,9
2775,16AF_CCC,,6,0.000189,0,0,0,0,2,0,2
2776,TheRealVOXSpace,,6,0.000189,0,0,0,0,2,0,2
2777,SMCExecDirector,,6,0.000192,0,0,0,0,3,0,3
2778,ValerieInsinna,,6,0.000191,0,0,0,0,5,0,5
2779,HansNichols,,6,0.000189,0,0,0,0,2,0,2
2780,cdbrose,,6,0.000189,0,0,0,0,2,0,2
2781,Astro_Boe,,4,0.000196,0,0,0,0,10,0,10
2782,AaronMehta,,6,0.000191,0,0,0,0,7,0,7
2783,LeeHudson_,,6,0.000191,0,0,0,0,5,0,5
2784,AstroJaws,,4,0.000196,0,0,0,0,8,0,8
2785,1pcornwell,,6,0.000189,0,0,0,0,2,0,2
2786,shellibrunswick,,6,0.000192,0,0,0,0,3,0,3
2787,warriorgames,,6,0.000192,0,0,0,0,6,0,6
2788,SecPompeo,,6,0.000189,0,0,0,0,3,0,3
2789,PTDO_USecAF,,6,0.000192,0,0,0,0,5,0,5
2790,TheWxMeister,,3,0.000189,0,0,0,0,2,0,2
2791,DarenSorenson,,1,0.000189,0,0,0,0,2,0,2
2792,DOD_Outreach,,6,0.000194,0,0,0,0,8,0,8
2793,SenCoryGardner,,6,0.00019,0,0,0,0,3,0,3
2794,USForcesJapan,,6,0.000189,0,0,0,0,2,0,2
2795,littlebitfish,,3,0.00019,0,0,0,0,3,0,3
2796,AnoushehAnsari,,4,0.002325,0,0,0,0,11,0,11
2797,WHNSC,,6,0.000205,0,0,0,0,3,0,3
2798,stavridisj,,6,0.00019,0,0,0,0,5,0,5
2799,ACScowcroft,,6,0.000189,0,0,0,0,3,0,3
2800,Astro_Pam,,4,0.000193,0,0,0,0,7,0,7
2801,sarahcruddas,,5,0.000191,0,0,0,0,9,0,9
2802,SteveIsakowitz,,6,0.000193,0,0,0,0,5,0,5
2803,DrakeEileen,,6,0.000192,0,0,0,0,5,0,5
2804,RAmbroseLMSpace,,6,0.000192,0,0,0,0,4,0,4
2805,CBSThisMorning,,1,0.00019,0,0,0,0,3,0,3
2806,SchrieverAFB,,6,0.000193,0,0,0,0,6,0,6
2807,AtlanticCouncil,,6,0.000189,0,0,0,0,3,0,3
2808,HASCRepublicans,,6,0.000191,0,0,0,0,5,0,5
2809,usafrotc,,6,0.000189,0,0,0,0,2,0,2
2810,realDonaldTrump,,6,0.003855,0,0,0,0,15,0,15
2811,laraseligman,,6,0.00019,0,0,0,0,5,0,5
2812,HQAirUniversity,,6,0.000191,0,0,0,0,5,0,5
2813,Catalyst_Campus,,6,0.000189,0,0,0,0,2,0,2
2814,USSTRATCOMCSEL,,6,0.000189,0,0,0,0,2,0,2
2815,Mike_Pence,,6,0.000207,0,0,0,0,5,0,5
2816,AFmuseum,,6,0.000198,0,0,0,0,9,0,9
2817,AF_Academy,,6,0.002442,0,0,0,0,11,0,11
2818,AmbNikkiHaley,,6,0.000194,0,0,0,0,2,0,2
2819,50thSpaceWing,,6,0.00019,0,0,0,0,3,0,3
2820,GenDunford,,6,0.000189,0,0,0,0,2,0,2
2821,VP,,6,0.003954,0,0,0,0,14,0,14
2822,AirmanMagazine,,6,0.000195,0,0,0,0,8,0,8
2823,AFGlobalStrike,,6,0.000193,0,0,0,0,7,0,7
2824,PACAF,,6,0.000195,0,0,0,0,9,0,9
2825,Martin_Dempsey,,6,0.000192,0,0,0,0,5,0,5
2826,CMC_MarineCorps,,6,0.00019,0,0,0,0,5,0,5
2827,USNavyCNO,,6,0.000192,0,0,0,0,7,0,7
2828,ArmyChiefStaff,,6,0.000192,0,0,0,0,6,0,6
2829,AmyZegart,,6,0.000189,0,0,0,0,2,0,2
2830,ACC_Commander,,6,0.000192,0,0,0,0,6,0,6
2831,GenDaveGoldfein,,6,0.002486,0,0,0,0,11,0,11
2832,Buckley_AFB,,6,0.000192,0,0,0,0,5,0,5
2833,PeteAFB,,6,0.000199,0,0,0,0,10,0,10
2834,NAVWARHQ,,6,0.00019,0,0,0,0,4,0,4
2835,ArmySMDC,,3,0.00019,0,0,0,0,5,0,5
2836,USSOCOM,,6,0.000195,0,0,0,0,9,0,9
2837,USAFCENT,,6,0.000194,0,0,0,0,8,0,8
2838,USAF_ACC,,6,0.000195,0,0,0,0,10,0,10
2839,AFSpecOpsCmd,,6,0.000195,0,0,0,0,8,0,8
2840,Southcom,,6,0.000193,0,0,0,0,9,0,9
2841,CENTCOM,,6,0.000196,0,0,0,0,10,0,10
2842,US_TRANSCOM,,6,0.000192,0,0,0,0,8,0,8
2843,USNorthernCmd,,6,0.0025,0,0,0,0,13,0,13
2844,USAfricaCommand,,6,0.000194,0,0,0,0,8,0,8
2845,INDOPACOM,,6,0.000193,0,0,0,0,8,0,8
2846,US_EUCOM,,6,0.000193,0,0,0,0,8,0,8
2847,thejointstaff,,6,0.000196,0,0,0,0,10,0,10
2848,TheeSpaceDude,,3,0.000188,0,0,0,0,2,0,2
2849,JustinRoiland,,2,0.000191,0,0,0,0,4,0,4
2850,BettinaInclan,,4,0.000191,0,0,0,0,5,0,5
2851,Astra,,3,0.000188,0,0,0,0,3,0,3
2852,teslacn,,2,0.000193,0,0,0,0,2,0,2
2853,DrSianProctor,,4,0.000189,0,0,0,0,3,0,3
2854,Astro_Stephanie,,4,0.000192,0,0,0,0,5,0,5
2855,AstroMD_Yvonne,,3,0.000188,0,0,0,0,2,0,2
2856,solarrsystem,,3,0.000188,0,0,0,0,2,0,2
2857,DeepAstronomy,,6,0.000189,0,0,0,0,2,0,2
2858,rocketdebruin,,3,0.000188,0,0,0,0,2,0,2
2859,Grimezsz,,2,0.000194,0,0,0,0,3,0,3
2860,space_jim1,,6,0.000191,0,0,0,0,4,0,4
2861,SamHarrisOrg,,2,0.000196,0,0,0,0,4,0,4
2862,RealLifeStarman,,3,0.000189,0,0,0,0,3,0,3
2863,considercosmos,,3,0.000189,0,0,0,0,3,0,3
2864,OPT_Telescopes,,3,0.000188,0,0,0,0,2,0,2
2865,flcnhvy,,2,0.000193,0,0,0,0,2,0,2
2866,PhotonEmpress,,5,0.000188,0,0,0,0,2,0,2
2867,EmilyLCarney,,5,0.000189,0,0,0,0,3,0,3
2868,MarkRober,,4,0.000189,0,0,0,0,3,0,3
2869,DMOberhaus,,5,0.000188,0,0,0,0,3,0,3
2870,RachCrane,,5,0.000192,0,0,0,0,7,0,7
2871,poppy_northcutt,,4,0.00019,0,0,0,0,4,0,4
2872,zenanaut,,4,0.000196,0,0,0,0,9,0,9
2873,marylizbender,,5,0.000189,0,0,0,0,3,0,3
2874,AFThunderbirds,,6,0.000195,0,0,0,0,8,0,8
2875,Liv_Boeree,,2,0.000194,0,0,0,0,3,0,3
2876,relativityspace,,3,0.00019,0,0,0,0,7,0,7
2877,PaytonBarnwell,,3,0.000188,0,0,0,0,2,0,2
2878,Stratolaunch,,4,0.000189,0,0,0,0,4,0,4
2879,Virgin_Orbit,,4,0.002269,0,0,0,0,11,0,11
2880,Robotbeat,,7,0.000188,0,0,0,0,2,0,2
2881,kelliegerardi,,4,0.000189,0,0,0,0,5,0,5
2882,thetimellis,,3,0.000189,0,0,0,0,4,0,4
2883,abexlumberg,,2,0.000189,0,0,0,0,2,0,2
2884,TheSpaceshipCo,,3,0.000189,0,0,0,0,6,0,6
2885,AstronautAbby,,1,0.00019,0,0,0,0,5,0,5
2886,thenasaman,,3,0.000189,0,0,0,0,3,0,3
2887,Casey,,2,0.000189,0,0,0,0,2,0,2
2888,MoreMorganB,,3,0.000188,0,0,0,0,2,0,2
2889,movaglobes,,3,0.000188,0,0,0,0,2,0,2
2890,Hillarycoe,,4,0.000189,0,0,0,0,4,0,4
2891,XplorStation,,1,0.000188,0,0,0,0,2,0,2
2892,ryanchylinski,,5,0.000188,0,0,0,0,2,0,2
2893,harriet_brettle,,5,0.000188,0,0,0,0,2,0,2
2894,ProjectHabu,,1,0.000188,0,0,0,0,2,0,2
2895,smartereveryday,,4,0.000192,0,0,0,0,7,0,7
2896,Spacefest,,6,0.000189,0,0,0,0,2,0,2
2897,AstroAthens,,5,0.000189,0,0,0,0,3,0,3
2898,SimoneGiertz,,5,0.000188,0,0,0,0,3,0,3
2899,WeReportSpace,,6,0.00019,0,0,0,0,3,0,3
2900,DanielleRGunn,,5,0.000188,0,0,0,0,2,0,2
2901,SpaceLaunchNow,,7,0.000188,0,0,0,0,2,0,2
2902,tim846,,1,0.000189,0,0,0,0,6,0,6
2903,fcain,,1,0.000189,0,0,0,0,4,0,4
2904,ThaddeusCes,,5,0.000188,0,0,0,0,2,0,2
2905,emfurf,,1,0.000188,0,0,0,0,2,0,2
2906,MikeMongo,,3,0.000188,0,0,0,0,3,0,3
2907,ExploreSpaceKSC,,4,0.002571,0,0,0,0,22,0,22
2908,LorettaWhtsides,,1,0.00019,0,0,0,0,5,0,5
2909,arianecornell,,3,0.000189,0,0,0,0,3,0,3
2910,Xtina_Korp,,3,0.000188,0,0,0,0,2,0,2
2911,EMSpeck,,7,0.000189,0,0,0,0,3,0,3
2912,ACLU,,2,0.000189,0,0,0,0,3,0,3
2913,Astro_Flow,,4,0.002479,0,0,0,0,23,0,23
2914,jaredhead,,5,0.000188,0,0,0,0,2,0,2
2915,GabbyGiffords,,6,0.00019,0,0,0,0,6,0,6
2916,VAXHeadroom,,1,0.000188,0,0,0,0,3,0,3
2917,AmyShiraTeitel,,4,0.00019,0,0,0,0,7,0,7
2918,Astro_Sandy,,4,0.002424,0,0,0,0,17,0,17
2919,KerbalSpaceP,,1,0.000189,0,0,0,0,4,0,4
2920,beINSPORTS,,7,0.000197,0,0,0,0,2,0,2
2921,AJENews,,7,0.000195,0,0,0,0,2,0,2
2922,SpaceAustralia,,1,0.000196,0,0,0,0,4,0,4
2923,SatelliteToday,,7,0.0002,0,0,0,0,9,0,9
2924,rpctelecom,,7,0.000195,0,0,0,0,2,0,2
2925,KesselRunAF,,6,0.000191,0,0,0,0,2,0,2
2926,dave_brown24,,6,0.000188,0,0,0,0,2,0,2
2927,TheDEWLine,,6,0.000188,0,0,0,0,3,0,3
2928,JeffSchogol,,6,0.000189,0,0,0,0,3,0,3
2929,48FighterWing,,6,0.000188,0,0,0,0,2,0,2
2930,RepMikeRogersAL,,6,0.000188,0,0,0,0,2,0,2
2931,michaeldrich,,6,0.000188,0,0,0,0,2,0,2
2932,RealAFOSI,,6,0.000189,0,0,0,0,3,0,3
2933,USEmbassyWarsaw,,6,0.000189,0,0,0,0,2,0,2
2934,CSkidmoreUK,,6,0.000188,0,0,0,0,2,0,2
2935,Policy_Exchange,,6,0.000188,0,0,0,0,2,0,2
2936,mcuban,,2,0.000189,0,0,0,0,3,0,3
2937,UnderSecArmy,,6,0.00019,0,0,0,0,5,0,5
2938,133rdAW,,6,0.000188,0,0,0,0,2,0,2
2939,missy_ryan,,6,0.000189,0,0,0,0,2,0,2
2940,JeffMartinFL,,6,0.000189,0,0,0,0,3,0,3
2941,173rdFW,,6,0.000188,0,0,0,0,2,0,2
2942,MajorCBS,,6,0.000188,0,0,0,0,2,0,2
2943,KellyannePolls,,6,0.000211,0,0,0,0,3,0,3
2944,VPPressSec,,3,0.000188,0,0,0,0,2,0,2
2945,popmechdefense,,6,0.000188,0,0,0,0,3,0,3
2946,1stAF,,6,0.000188,0,0,0,0,2,0,2
2947,GrahamBlog,,6,0.000188,0,0,0,0,2,0,2
2948,SD_Guard,,6,0.000188,0,0,0,0,2,0,2
2949,JBLEnews,,6,0.000188,0,0,0,0,2,0,2
2950,sesamestreet,,1,0.000188,0,0,0,0,2,0,2
2951,arkansasguard,,6,0.000188,0,0,0,0,2,0,2
2952,rep_stevewomack,,6,0.000189,0,0,0,0,3,0,3
2953,DVIDSHub,,6,0.000192,0,0,0,0,8,0,8
2954,388fw,,6,0.000188,0,0,0,0,2,0,2
2955,AirNatlGuard,,6,0.000193,0,0,0,0,6,0,6
2956,22ARW,,6,0.000188,0,0,0,0,2,0,2
2957,TeamTyndall,,6,0.00019,0,0,0,0,3,0,3
2958,GovernorKayIvey,,6,0.000188,0,0,0,0,2,0,2
2959,AFWERX,,6,0.000194,0,0,0,0,7,0,7
2960,SJAFB,,6,0.000188,0,0,0,0,2,0,2
2961,fema,,6,0.000197,0,0,0,0,10,0,10
2962,the_USO,,6,0.000191,0,0,0,0,7,0,7
2963,TheJusticeDept,,6,0.000196,0,0,0,0,6,0,6
2964,97AMW,,6,0.000188,0,0,0,0,2,0,2
2965,ScottAFB,,6,0.000188,0,0,0,0,2,0,2
2966,AETCommand,,6,0.000193,0,0,0,0,6,0,6
2967,Andrews_JBA,,6,0.000189,0,0,0,0,3,0,3
2968,AFRL_CC,,6,0.000188,0,0,0,0,2,0,2
2969,10thAirForce,,6,0.00019,0,0,0,0,3,0,3
2970,HASCDemocrats,,6,0.00019,0,0,0,0,4,0,4
2971,SASCMajority,,6,0.000189,0,0,0,0,3,0,3
2972,TeamMisawa,,6,0.000188,0,0,0,0,2,0,2
2973,7thAF,,6,0.000188,0,0,0,0,2,0,2
2974,AFNlistens,,6,0.000189,0,0,0,0,2,0,2
2975,TAPSorg,,6,0.000189,0,0,0,0,3,0,3
2976,AFNtelevision,,6,0.000189,0,0,0,0,3,0,3
2977,DoolittleInst,,6,0.000189,0,0,0,0,3,0,3
2978,SASCDems,,6,0.000188,0,0,0,0,2,0,2
2979,SOFWERX,,6,0.000191,0,0,0,0,3,0,3
2980,markknoller,,3,0.000188,0,0,0,0,2,0,2
2981,JBSA_Official,,6,0.000188,0,0,0,0,2,0,2
2982,Travis60AMW,,6,0.000188,0,0,0,0,2,0,2
2983,CBSEveningNews,,6,0.00019,0,0,0,0,3,0,3
2984,AFOSR,,6,0.000193,0,0,0,0,8,0,8
2985,NBCNightlyNews,,2,0.00019,0,0,0,0,5,0,5
2986,politico,,6,0.000191,0,0,0,0,8,0,8
2987,ACapaccio,,6,0.000189,0,0,0,0,3,0,3
2988,Whiteman_AFB,,6,0.00019,0,0,0,0,4,0,4
2989,SecArmy,,6,0.00019,0,0,0,0,5,0,5
2990,aupress,,6,0.000188,0,0,0,0,2,0,2
2991,OIRSpox,,6,0.000189,0,0,0,0,4,0,4
2992,WarOnTheRocks,,6,0.000188,0,0,0,0,3,0,3
2993,NatCapWing,,6,0.000189,0,0,0,0,4,0,4
2994,Hurlburt_Field,,6,0.000191,0,0,0,0,4,0,4
2995,ArlingtonNatl,,6,0.000189,0,0,0,0,3,0,3
2996,122fighterwing,,6,0.000188,0,0,0,0,2,0,2
2997,188thWG,,6,0.000188,0,0,0,0,2,0,2
2998,AF_MBB,,6,0.000188,0,0,0,0,2,0,2
2999,DMAFB,,6,0.000188,0,0,0,0,2,0,2
3000,CivilAirPatrol,,6,0.000189,0,0,0,0,3,0,3
3001,HAFB,,6,0.000189,0,0,0,0,3,0,3
3002,beverstine,,6,0.00019,0,0,0,0,2,0,2
3003,SecondLady,,6,0.000213,0,0,0,0,5,0,5
3004,TeamMinot,,6,0.00019,0,0,0,0,4,0,4
3005,AASCU,,6,0.000188,0,0,0,0,2,0,2
3006,APLU_News,,6,0.000188,0,0,0,0,2,0,2
3007,LGHNNSA,,6,0.000191,0,0,0,0,3,0,3
3008,AFResearchLab,,6,0.002434,0,0,0,0,11,0,11
3009,glubold,,6,0.000188,0,0,0,0,2,0,2
3010,USEmbBaghdad,,6,0.000189,0,0,0,0,2,0,2
3011,brett_mcgurk,,6,0.000188,0,0,0,0,2,0,2
3012,Commander_RS,,6,0.000189,0,0,0,0,2,0,2
3013,tomfriedman,,2,0.000191,0,0,0,0,3,0,3
3014,jakesNYT,,6,0.000189,0,0,0,0,2,0,2
3015,USAFHealth,,6,0.00019,0,0,0,0,6,0,6
3016,Hanscom_AFB,,6,0.000189,0,0,0,0,4,0,4
3017,AirForceMag,,6,0.000193,0,0,0,0,6,0,6
3018,JohnDingell,,2,0.000189,0,0,0,0,2,0,2
3019,NellisAFB,,6,0.000189,0,0,0,0,4,0,4
3020,Creech_AFB,,6,0.000189,0,0,0,0,3,0,3
3021,LukeAFB,,6,0.000192,0,0,0,0,6,0,6
3022,barbarastarrcnn,,6,0.00019,0,0,0,0,5,0,5
3023,starsandstripes,,6,0.000193,0,0,0,0,8,0,8
3024,HopeSeck,,6,0.000188,0,0,0,0,3,0,3
3025,RCDefense,,6,0.000189,0,0,0,0,4,0,4
3026,ChiefPentSpox,,6,0.00019,0,0,0,0,5,0,5
3027,AF_Falcons,,6,0.000191,0,0,0,0,4,0,4
3028,DanLamothe,,6,0.00019,0,0,0,0,4,0,4
3029,nationaljournal,,3,0.000189,0,0,0,0,3,0,3
3030,BuzzFeedNews,,6,0.000189,0,0,0,0,2,0,2
3031,DavidLarter,,6,0.000188,0,0,0,0,2,0,2
3032,US_SOCEUR,,6,0.000188,0,0,0,0,2,0,2
3033,319thRW,,6,0.000188,0,0,0,0,2,0,2
3034,JenJudson,,6,0.00019,0,0,0,0,4,0,4
3035,phildstewart,,6,0.000189,0,0,0,0,3,0,3
3036,robertburnsAP,,6,0.000189,0,0,0,0,2,0,2
3037,julianbarnes,,6,0.000189,0,0,0,0,2,0,2
3038,DefenseBaron,,6,0.000189,0,0,0,0,3,0,3
3039,RAFMildenhall,,6,0.000188,0,0,0,0,2,0,2
3040,HQUSAFEAFAF,,6,0.000192,0,0,0,0,5,0,5
3041,marcselinger,,6,0.000188,0,0,0,0,2,0,2
3042,StephenLosey,,6,0.00019,0,0,0,0,3,0,3
3043,VivienneMachi,,6,0.000189,0,0,0,0,3,0,3
3044,ColinDefense,,6,0.000189,0,0,0,0,4,0,4
3045,ANG_Recruiting,,6,0.000188,0,0,0,0,2,0,2
3046,USAFBand,,6,0.000189,0,0,0,0,3,0,3
3047,HQ_AFMC,,6,0.000192,0,0,0,0,7,0,7
3048,usafpressdesk,,6,0.00019,0,0,0,0,5,0,5
3049,AFCareers,,6,0.000189,0,0,0,0,3,0,3
3050,AFW2,,6,0.00019,0,0,0,0,5,0,5
3051,SenJohnMcCain,,6,0.000189,0,0,0,0,4,0,4
3052,FBI,,6,0.000205,0,0,0,0,10,0,10
3053,CJTFOIR,,6,0.000189,0,0,0,0,4,0,4
3054,USNATO,,6,0.00019,0,0,0,0,5,0,5
3055,PentagonPresSec,,6,0.000193,0,0,0,0,8,0,8
3056,BroadcastBeat,,7,0.000191,0,0,0,0,3,0,3
3057,ArabAdvisors,,7,0.000191,0,0,0,0,2,0,2
3058,ibcdaily,,7,0.000191,0,0,0,0,3,0,3
3059,EBU_HQ,,7,0.000191,0,0,0,0,3,0,3
3060,Irdeto,,7,0.000191,0,0,0,0,3,0,3
3061,MsLisaCampbell,,7,0.00019,0,0,0,0,3,0,3
3062,digitaltveurope,,7,0.000191,0,0,0,0,4,0,4
3063,Yahlive,,7,0.00019,0,0,0,0,2,0,2
3064,BroadcastProME,,7,0.000191,0,0,0,0,3,0,3
3065,TVBEurope,,7,0.000191,0,0,0,0,3,0,3
3066,YoshikiOfficial,,2,0.000209,0,0,0,0,2,0,2
3067,NHC_Atlantic,,6,0.000193,0,0,0,0,6,0,6
3068,jaxa_wdc,,4,0.000192,0,0,0,0,3,0,3
3069,ASlavitt,,2,0.000188,0,0,0,0,2,0,2
3070,kairyssdal,,7,0.000188,0,0,0,0,2,0,2
3071,ScottGottliebMD,,4,0.000194,0,0,0,0,2,0,2
3072,Olympics,,6,0.000188,0,0,0,0,2,0,2
3073,spacegerst,,1,0.000188,0,0,0,0,2,0,2
3074,RainandHales,,4,0.000205,0,0,0,0,2,0,2
3075,yashar,,2,0.000188,0,0,0,0,2,0,2
3076,JonnyKimUSA,,4,0.000194,0,0,0,0,7,0,7
3077,naval,,2,0.000189,0,0,0,0,2,0,2
3078,astro_hazzaa,,3,0.000189,0,0,0,0,3,0,3
3079,Astro_Alneyadi,,3,0.000188,0,0,0,0,2,0,2
3080,HouseScience,,5,0.000189,0,0,0,0,6,0,6
3081,MeghanMcCain,,2,0.000189,0,0,0,0,2,0,2
3082,DrBrianMay,,2,0.000189,0,0,0,0,4,0,4
3083,CDCemergency,,4,0.00019,0,0,0,0,6,0,6
3084,CDCgov,,6,0.000198,0,0,0,0,8,0,8
3085,PeridotFlight,,4,0.00019,0,0,0,0,3,0,3
3086,lunarloral,,4,0.000194,0,0,0,0,7,0,7
3087,stingwray,,4,0.000189,0,0,0,0,3,0,3
3088,Astro_Woody,,4,0.000196,0,0,0,0,9,0,9
3089,Alaskan_Astro,,4,0.000192,0,0,0,0,5,0,5
3090,US7thFleet,,6,0.000189,0,0,0,0,3,0,3
3091,Kaepernick7,,2,0.000189,0,0,0,0,2,0,2
3092,JSCSOS,,4,0.000194,0,0,0,0,2,0,2
3093,AdamMGrant,,2,0.000189,0,0,0,0,3,0,3
3094,JedidahIslerPhD,,1,0.000195,0,0,0,0,3,0,3
3095,Astro_Tani,,4,0.00019,0,0,0,0,4,0,4
3096,Astro_Duffy,,4,0.000192,0,0,0,0,5,0,5
3097,Astro_Rommel,,4,0.000193,0,0,0,0,7,0,7
3098,astro_DonThomas,,4,0.000191,0,0,0,0,5,0,5
3099,ShuttleAlmanac,,4,0.000194,0,0,0,0,5,0,5
3100,SpaceCampUSA,,1,0.000191,0,0,0,0,9,0,9
3101,NASA_EDGE,,4,0.002441,0,0,0,0,17,0,17
3102,JJWatt,,4,0.00019,0,0,0,0,3,0,3
3103,KingJames,,2,0.000189,0,0,0,0,2,0,2
3104,StarmusFestival,,5,0.000188,0,0,0,0,2,0,2
3105,RepBrianBabin,,4,0.00019,0,0,0,0,4,0,4
3106,AllHandsMag,,6,0.000189,0,0,0,0,3,0,3
3107,amfcse,,1,0.000188,0,0,0,0,2,0,2
3108,AstroMcBride,,4,0.000189,0,0,0,0,3,0,3
3109,librarycongress,,6,0.000192,0,0,0,0,7,0,7
3110,Grandsire_Jules,,0,0.000188,0,0,0,0,3,0,3
3111,ourshadesofblue,,3,0.000188,0,0,0,0,2,0,2
